model,model_name,method,method_type,outcome,outcome_name,mean,ci_lower,ci_upper,n_setups,n_paired_units,min_units_per_setup,median_units_per_setup,max_units_per_setup,weighting,cross_task_comparability,included_setups,comparison,method_a,method_b,mean_difference_a_minus_b,bootstrap_p_value,setup_weighting,setup_definition,bootstrap_p_value_vs_zero
mt5,mT5,LightGBM,Trained,raw_oracle_gap_points,Raw gap,10.292737231791746,7.567060732255029,13.029351205347094,7,1274,9,144.0,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,LightGBM - __zero_baseline__,LightGBM,__zero_baseline__,10.292737231791746,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
mt5,mT5,MLP,Trained,raw_oracle_gap_points,Raw gap,8.684697198448944,6.459973666753918,10.819665358916351,7,1274,9,144.0,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,MLP - __zero_baseline__,MLP,__zero_baseline__,8.684697198448944,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
mt5,mT5,Script,Individual,raw_oracle_gap_points,Raw gap,10.005776410292333,7.901977576132647,12.305749354243025,7,1274,9,144.0,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Script - __zero_baseline__,Script,__zero_baseline__,10.005776410292333,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
mt5,mT5,Typological,Individual,raw_oracle_gap_points,Raw gap,9.676598584328305,6.63522697446548,12.466209275274316,7,1274,9,144.0,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Typological - __zero_baseline__,Typological,__zero_baseline__,9.676598584328305,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
mt5,mT5,Wikipedia size,Individual,raw_oracle_gap_points,Raw gap,11.166035208550811,7.7001333190571515,14.287515360191918,7,1274,9,144.0,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Wikipedia size - __zero_baseline__,Wikipedia size,__zero_baseline__,11.166035208550811,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,ASJP,Individual,raw_oracle_gap_points,Raw gap,11.17815592984607,7.546928211214653,14.808253275916183,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,ASJP - __zero_baseline__,ASJP,__zero_baseline__,11.17815592984607,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Always English,English,raw_oracle_gap_points,Raw gap,10.44292119256531,7.244483111901322,13.6514707074889,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Always English - __zero_baseline__,Always English,__zero_baseline__,10.44292119256531,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Composite-Equal,Composite,raw_oracle_gap_points,Raw gap,9.323403398382322,5.671135783084427,13.233379114250221,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Composite-Equal - __zero_baseline__,Composite-Equal,__zero_baseline__,9.323403398382322,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Composite-RRF,Composite,raw_oracle_gap_points,Raw gap,9.241352691771883,5.4064778843674155,13.266141637263628,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Composite-RRF - __zero_baseline__,Composite-RRF,__zero_baseline__,9.241352691771883,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Genetic,Individual,raw_oracle_gap_points,Raw gap,11.520384114781887,8.083332137059298,14.501637252513428,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Genetic - __zero_baseline__,Genetic,__zero_baseline__,11.520384114781887,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Geographic,Individual,raw_oracle_gap_points,Raw gap,11.891619827650407,7.801569400636562,15.84950294531872,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Geographic - __zero_baseline__,Geographic,__zero_baseline__,11.891619827650407,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,LightGBM,Trained,raw_oracle_gap_points,Raw gap,9.017411454587862,5.557089156462266,12.480246085365053,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,LightGBM - __zero_baseline__,LightGBM,__zero_baseline__,9.017411454587862,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,MLP,Trained,raw_oracle_gap_points,Raw gap,9.812293195255751,6.334899263699153,13.413069613902776,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,MLP - __zero_baseline__,MLP,__zero_baseline__,9.812293195255751,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Script,Individual,raw_oracle_gap_points,Raw gap,13.272367407967504,9.218550036696172,16.93801375510657,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Script - __zero_baseline__,Script,__zero_baseline__,13.272367407967504,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Typological,Individual,raw_oracle_gap_points,Raw gap,10.276048879339626,6.777953534677112,13.61824080408239,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Typological - __zero_baseline__,Typological,__zero_baseline__,10.276048879339626,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
xlm-r,XLM-R,Wikipedia size,Individual,raw_oracle_gap_points,Raw gap,14.392279565866005,9.63785261643179,18.503343664105262,8,1421,9,145.5,762,equal held-out-task weight with target resampling within task,task-metric points; cross-task averages are secondary descriptive results,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,Wikipedia size - __zero_baseline__,Wikipedia size,__zero_baseline__,14.392279565866005,9.99950002499875e-05,equal,dataset + task + model + model_name + metric + metric_name,9.99950002499875e-05
